identifier,name,size,url,collection,mediatype,title,description,subject
tobacco_lby27a00,tobacco_lby27a00.mp4,7250751,https://archive.org/download/tobacco_lby27a00/tobacco_lby27a00.mp4,medicalheritagelibrary,movies,Devillier Communications #3 Tobacco Institute Press Conf.,Brief clip from a press conference featuring Brennan Moran.,"tobacco, cigarette, industry strategy"
tobacco_rcy27a00,tobacco_rcy27a00.mp4,178898773,https://archive.org/download/tobacco_rcy27a00/tobacco_rcy27a00.mp4,medicalheritagelibrary,movies,"Waxman / Kessler Hearing Tape #1 -Committee on Health & The Environment -Waxman, Bliley, Synar, Wyden, Durbin",Footage of House Subcommittee on Health & Environment hearing on proposed FDA regulation of nicotine.,"tobacco, cigarette, hearing, nicotine, addiction"
tobacco_njf43c00,tobacco_njf43c00.mp4,6085637,https://archive.org/download/tobacco_njf43c00/tobacco_njf43c00.mp4,newsandpublicaffairs,movies,PHILIP MORRIS USA 98-121454 NEW YORK 30 WPIX 981207 06:18P PHILIP MORRIS USA 98-121457 NEW YORK WPIX 981207 06:33P PHILIP MORRIS U 98-121490 NEW YORK 30 TNT,"Think. Dont smoke"" commercial produced by Philip Morris Youth Smoking Prevention Program.","tobacco, cigarette,youth, industry sponsored prevention program, public relations, television, children"
tobacco_ouy99d00,80716796-6798_512kb.mp4,5434431,https://archive.org/download/tobacco_ouy99d00/80716796-6798_512kb.mp4,medicalheritagelibrary,movies,Old Gold commercial,Old Gold cigarette commercial.,"tobacco, cigarette, advertising, marketing, television, female, male, filter"
tobacco_hgy27a00,tobacco_hgy27a00.mp4,136254743,https://archive.org/download/tobacco_hgy27a00/tobacco_hgy27a00.mp4,newsandpublicaffairs,movies,Electron Generator 3000,Video introducing the Electron Generator 3000 to its sales force.,"tobacco, cigarette, indoor air quality, business activity"
tobacco_dvw27a00,tobacco_dvw27a00.mp4,142633602,https://archive.org/download/tobacco_dvw27a00/tobacco_dvw27a00.mp4,newsandpublicaffairs,movies,First Star Tobacco Instiute MacNeil/Lehrer  Bump up from VHS,"Discussion on NYC's new smoking ordinance which banned smoking in most public places, including restaurants, most work places, schools, etc.","tobacco, cigarette,local ordinance, public place, secondhand smoke, adverse effects"
tobacco_fwp23e00,2043962060_512kb.mp4,45137798,https://archive.org/download/tobacco_fwp23e00/2043962060_512kb.mp4,medicalheritagelibrary,movies,"""Stock For Profit,"" Supermarket Version # 2",Presentation produced by Philip Morris on how to maximize profit through proper cigarette inventory management.,"tobacco, cigarette, retail outlet, sales, marketing, business activity, brand image, product placement"
tobacco_gjy27a00,tobacco_gjy27a00.mp4,26770676,https://archive.org/download/tobacco_gjy27a00/tobacco_gjy27a00.mp4,newsandpublicaffairs,movies,"Hal Larson etc. ALN Productions  C.A.U.T.I. 1) ""Illusions"" TV 1X:30 2) ""Mirrors"" TV 1X:30 VHS Dub  CA Prop 99",Ads in opposition to tobacco tax increase.,"tobacco, cigarette,proposed legislation, cigarette tax"
tobacco_coy27a00,tobacco_coy27a00.mp4,107147697,https://archive.org/download/tobacco_coy27a00/tobacco_coy27a00.mp4,medicalheritagelibrary,movies,"Max Films  ""Fair Business Committee",Commercials about tobacco restriction in public places. Measures B and E from California.,"tobacco, cigarette, public place, local ordinance, restaurant, tobacco manufacturer, taxation"
lyp23e00,VTS_01_1_512kb.mp4,64937823,https://archive.org/download/lyp23e00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,Marlboro Sales Management Meeting [Parts 1- 4],"National sales meeting held in Chicago (?).  Includes short review of Philip Morris' 1990 entry into the low price market and longer presentations about the 1991 introduction of Marlboro Medium.  (Meeting coverage starts six minutes into video and is interrupted at many points resulting in incomplete coverage of the meeting.)

<a href=""http://www.archive.org/details/lyp23e00a"" rel=""nofollow"">Click Here to View Part 1</a>

<a href=""http://www.archive.org/details/lyp23e00b"" rel=""nofollow"">Click Here to View Part 2</a>

<a href=""http://www.archive.org/details/lyp23e00c"" rel=""nofollow"">Click Here to View Part 3</a>

<a href=""http://www.archive.org/details/lyp23e00d"" rel=""nofollow"">Click Here to View Part 4</a>","tobacco , cigarette , marketing , promotional campaign , marketing research , distribution , sales"
tobacco_rzp47c00,VTS_01_1_512kb.mp4,43369063,https://archive.org/download/tobacco_rzp47c00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,"OSHA History: April 5, 1994 to the Present","Video chronicles the Occupational Safety and Health Administration's proposed regulations on workplace smoking, from their introduction in April 1994 through the end of hearings on them in April 1996.","tobacco , cigarette , workplace , secondhand smoke , regulation , indoor air quality , smoking section , industry strategy , hearing , bar , restaurant , hospitality industry , political activity"
tobacco_yky27a00,tobacco_yky27a00.mp4,18636843,https://archive.org/download/tobacco_yky27a00/tobacco_yky27a00.mp4,newsandpublicaffairs,movies,No on Prop 99 commercial casting tape,Casting for No on Prop 99 commercial.,"tobacco, cigarette, taxation"
tobacco_zww27a00,tobacco_zww27a00.mp4,56911363,https://archive.org/download/tobacco_zww27a00/tobacco_zww27a00.mp4,medicalheritagelibrary,movies,"""The Tobacco Institute, Inc. Interview with Guy Smith. Good Mornong America, ABC TV,  7:38 AM. TI Minnesota Litigation Tape(s) # 128 (produced)""",Interview with Guy Smith & Joseph Califano on Philip Morris's new campaign showing the positive impact smokers have on the American economy.,"tobacco, cigarette, industry strategy, individual behavior, demographics, economic impact, advertising"
tobacco_xwi52b00,VTS_01_512kb.mp4,249086697,https://archive.org/download/tobacco_xwi52b00/VTS_01_512kb.mp4,medicalheritagelibrary,movies,1979 Superstars Rodeo,"Copenhagen-Skoal Rodeo Superstars Championship and a country music concert, also includes commercials for smokeless tobacco, pre-smoked pipes and cigars.","sports sponsorship, public space, smokeless tobacco, marketing, pipe tobacco"
tobacco_huq62a00,Bates_2501341003_chunk_1_512kb.mp4,64975076,https://archive.org/download/tobacco_huq62a00/Bates_2501341003_chunk_1_512kb.mp4,newsandpublicaffairs,movies,Other Peoples' Smoke,"Video produced by Philip Morris Europe in response to efforts to limit exposure to environmental tobacco smoke. The company tries to discredit the scientific basis of the Environmental Protection Agency's report, emphasizing the limitations of epidemiological research. Video promotes the importance of ""courtesy"" and ""tolerance"" between smokers and non-smokers.","tobacco , cigarette , public place , secondhand smoke , regulation , laboratory research , indoor air quality , public health research , cancer , tobacco industry scientist , smoking restriction , political activity , industry strategy, epidemiology, restaurant"
tobacco_hak52b00,tobacco_hak52b00-1.mp4,178121257,https://archive.org/download/tobacco_hak52b00/tobacco_hak52b00-1.mp4,newsandpublicaffairs,movies,"RJ REYNOLDS TOBACCO CO. MANAGEMENT MEETING NOVEMBER 17, 1993 (931117) HIGHLIGHTS LENGTH 59.00. RUNNING TIME 0:59:12.",2 parts.,"tobacco, cigarette"
tobacco_hak52b00,tobacco_hak52b00-2.mp4,192120041,https://archive.org/download/tobacco_hak52b00/tobacco_hak52b00-2.mp4,newsandpublicaffairs,movies,"RJ REYNOLDS TOBACCO CO. MANAGEMENT MEETING NOVEMBER 17, 1993 (931117) HIGHLIGHTS LENGTH 59.00. RUNNING TIME 0:59:12.",2 parts.,"tobacco, cigarette"
tobacco_rek52b00,tobacco_rek52b00.mp4,113111921,https://archive.org/download/tobacco_rek52b00/tobacco_rek52b00.mp4,newsandpublicaffairs,movies,RETAIL CONVERSION SALES TEAM PRE-WORK TRAINING VIDEO. RUNNING TIME 00:18:21.,,"tobacco, cigarette"
tobacco_zyx27a00,VTS_01_1_512kb.mp4,134898799,https://archive.org/download/tobacco_zyx27a00/VTS_01_1_512kb.mp4,medicalheritagelibrary,movies,"""Pack of Lies""",Video on the deceptiveness of the tobacco industry (primarily on the knowledge of the dangers of smoking since the 1950s).,"tobacco, cigarette, industry strategy, tobacco industry, research activity, adverse effects, litigation"
tobacco_zyx27a00,VTS_01_2_512kb.mp4,68084616,https://archive.org/download/tobacco_zyx27a00/VTS_01_2_512kb.mp4,medicalheritagelibrary,movies,"""Pack of Lies""",Video on the deceptiveness of the tobacco industry (primarily on the knowledge of the dangers of smoking since the 1950s).,"tobacco, cigarette, industry strategy, tobacco industry, research activity, adverse effects, litigation"
tobacco_eeq23e00,tobacco_eeq23e00.mp4,44539333,https://archive.org/download/tobacco_eeq23e00/tobacco_eeq23e00.mp4,newsandpublicaffairs,movies,RICK MEARS QUAL RUN - POLE AWARD CHECK PRESENTATION,Race car driver Rick Mears receives PPG Pole Award.,"tobacco, cigarette, promotions, marketing, television, sports sponsorship"
tobacco_dxx27a00,tobacco_dxx27a00.mp4,263081057,https://archive.org/download/tobacco_dxx27a00/tobacco_dxx27a00.mp4,medicalheritagelibrary,movies,Public Citizen News Conference on the Tobacco Industry's Campaign Contributions to Members of Congress,"Press conference regarding joint report from the Public Citizens Health Research Group  and the Advocacy Institute on failed tobacco legislation and other tobacco issues. Report is on the role of tobacco PAC money on the legislative process; money spent by the tobacco industry to influence federal lawmakers. Named Person: Kennedy, Edward' Koop, C. Everett, Glenn, John; Ford, Wendell; Perot, Ross; Bush, George, H.W,; Clinton, William Jefferson; Rose, Charlie, McConnell, Mitch; Bliley, Thomas; Helms, Jesse Named Organizations:  Lorillard; R J Reynolds; United States Department of Agriculture; Congressional Research Service","tobacco, cigarette, Political Action Committee, government, cigarette tax, anti-smoking advocacy, campaign contribution"
tobacco_ldk52b00,tobacco_ldk52b00.mp4,80625304,https://archive.org/download/tobacco_ldk52b00/tobacco_ldk52b00.mp4,newsandpublicaffairs,movies,ECLIPSE A WHOLE NEW WORLD FOR SMOKERS. RUNNING TIME 0:13:26.,,"tobacco, cigarette"
tobacco_rzj52b00,tobacco_rzj52b00-1.mp4,167433225,https://archive.org/download/tobacco_rzj52b00/tobacco_rzj52b00-1.mp4,newsandpublicaffairs,movies,"TI 134 TI LINE MANAGERS MEETING ""PURSUING THE MISSION"" 1. BUTTERWORTH INTRO 2. TOM MARSH 3. JOE SHERRILL LENGTH 1:12:24 040894 (940408) DUB 11-06-96 (961106) (RUNNING TIME 1:13:34MIN).",3 parts.,"tobacco, cigarette"
tobacco_rzj52b00,tobacco_rzj52b00-2.mp4,127625193,https://archive.org/download/tobacco_rzj52b00/tobacco_rzj52b00-2.mp4,newsandpublicaffairs,movies,"TI 134 TI LINE MANAGERS MEETING ""PURSUING THE MISSION"" 1. BUTTERWORTH INTRO 2. TOM MARSH 3. JOE SHERRILL LENGTH 1:12:24 040894 (940408) DUB 11-06-96 (961106) (RUNNING TIME 1:13:34MIN).",3 parts.,"tobacco, cigarette"
tobacco_rzj52b00,tobacco_rzj52b00-3.mp4,164777366,https://archive.org/download/tobacco_rzj52b00/tobacco_rzj52b00-3.mp4,newsandpublicaffairs,movies,"TI 134 TI LINE MANAGERS MEETING ""PURSUING THE MISSION"" 1. BUTTERWORTH INTRO 2. TOM MARSH 3. JOE SHERRILL LENGTH 1:12:24 040894 (940408) DUB 11-06-96 (961106) (RUNNING TIME 1:13:34MIN).",3 parts.,"tobacco, cigarette"
tobacco_yzw27a00,tobacco_yzw27a00.mp4,77800269,https://archive.org/download/tobacco_yzw27a00/tobacco_yzw27a00.mp4,newsandpublicaffairs,movies,Tobacco Institute Waxman # 9,Waxman Hearings on proposed anti-smoking legislation [HR 1824],"tobacco, cigarette,addiction, legislation, adverse effects, female"
tobacco_zfy27a00,tobacco_zfy27a00.mp4,1184053076,https://archive.org/download/tobacco_zfy27a00/tobacco_zfy27a00.mp4,newsandpublicaffairs,movies,"Hellenthal & Associates ""Focus Group #1""","Focus group in Anchorage, Alaska discussing local governmental issues and ballot measures to increase the tobacco tax.","tobacco, cigarette, government, cigarette tax, proposed legislation, individual behavior"
tobacco_zfy27a00,tobacco_zfy27a00b.mp4,1328362025,https://archive.org/download/tobacco_zfy27a00/tobacco_zfy27a00b.mp4,newsandpublicaffairs,movies,"Hellenthal & Associates ""Focus Group #1""","Focus group in Anchorage, Alaska discussing local governmental issues and ballot measures to increase the tobacco tax.","tobacco, cigarette, government, cigarette tax, proposed legislation, individual behavior"
tobacco_iyx74e00,tobacco_iyx74e00.mp4,370582674,https://archive.org/download/tobacco_iyx74e00/tobacco_iyx74e00.mp4,newsandpublicaffairs,movies,"Philip Morris Companies Inc. Presentation to the Investment Community, TAPE NUMBER 2 (COPY) ISO-A NYC","Meeting held at the Grand Hyatt Hotel in New York City to showcase Philip Morris' accomplishments to the investment community and its goal of increasing earnings and returns to stockholders. This presentation features Geoffrey Bible, James Morgan, and Murray Bring reporting on Philip Morris USA and on the legal and regulatory environment facing PM.","tobacco, cigarette,sales, international trade, advertising, television, cigarette brands, business activity, distribution, profit, regulation, food, alcoholic beverage, marketing, public policy, legal activity, class action suit, Congress, addiction, secondhand smoke, industry strategy, excise tax, smoking restriction, anti-smoking advocacy, public relations"
tobacco_dgy27a00,tobacco_dgy27a00.mp4,62809408,https://archive.org/download/tobacco_dgy27a00/tobacco_dgy27a00.mp4,newsandpublicaffairs,movies,Tobacco Institute  California Anti-Smoking Ads,Series of anti-smoking ads from the California Department of Health Services.,"tobacco, cigarette,anti-smoking advocacy, secondhand smoke, adverse effects"
tobacco_vpd63a00,tobacco_vpd63a00.mp4,171537794,https://archive.org/download/tobacco_vpd63a00/tobacco_vpd63a00.mp4,newsandpublicaffairs,movies,PAULA AMOS VEGAS CIT2 C-PROJECT.,,"tobacco, cigarette"
tobacco_yxw62a00,2070776003_512kb.mp4,82777490,https://archive.org/download/tobacco_yxw62a00/2070776003_512kb.mp4,newsandpublicaffairs,movies,Project Tomorrow,Silent footage of cigarettes being tested for propensity to ignite fabric.,"tobacco , cigarette , fire safe cigarette , laboratory research"
tobacco_yxu17j00,tobacco_yxu17j00.mp4,19310439,https://archive.org/download/tobacco_yxu17j00/tobacco_yxu17j00.mp4,newsandpublicaffairs,movies,Video excerpt from The Many Loves of Dobie Gillis,,"tobacco, cigarette"
tobacco_gyu17j00,tobacco_gyu17j00.mp4,15554055,https://archive.org/download/tobacco_gyu17j00/tobacco_gyu17j00.mp4,newsandpublicaffairs,movies,Video NBC Smoking and Health Clip - Garland,,"tobacco, cigarette"
tobacco_crh67c00,tobacco_crh67c00.mp4,28440473,https://archive.org/download/tobacco_crh67c00/tobacco_crh67c00.mp4,newsandpublicaffairs,movies,"PROJECT BLUE TV ""CHRISTMAS 3"" ZBJE-8394 ""TAX AGENDA"":30 ZBJE-8396 RADIO ""TAX AGENDA"" :60-98 BLU-60-67 ""TAX AGENDA HISPANIC' :60-98 BLU-60-68 ""TAX AGENDA AFRICAN - AMERICAN"" :60-98 BLU-60-69",,"tobacco, cigarette"
tobacco_lup91f00,tobacco_lup91f00.mp4,125547916,https://archive.org/download/tobacco_lup91f00/tobacco_lup91f00.mp4,newsandpublicaffairs,movies,"SEG NO.1: CBS EVENING NEWS WITH WALTER CRONKITE,  CBS,  (19790110); SEG. NO.2: NBC NIGHTLY NEWS,  NBC, WASHINGTON, DC (19790110); SEG. NO.3: THE NATION, WJLA-TV, ABC, WASHINGTON, DC (19790110); SEG. NO.4: TODAY SHOW,  NBC,  (19790111); SEG. NO.5: CBS MORNING NEWS,  CBS,  (19790112)",[News compilation] WITH 5 SEGMENTS. SURGEON GENERAL'S REPORT,"tobacco, cigarette"
